rumba,nasal,flack,suave;4,5,6,7;soare,clipt,bandh,flack,nasal,rumba,suave
flour,spire,march,slump;3,4,5,6;soare,clipt,slump,flour,spire,march
beady,strut,early,sally;3,4,6,7;soare,talcy,sally,early,debud,beady,strut
strip,joust,login,puppy;3,4,5,7;soare,mulct,strip,login,joust,iftar,puppy
epoxy,awoke,brake,grass;3,4,6,7;soare,bundt,awoke,brake,camus,epoxy,grass
quick,board,rouse,dwelt;3,4,6,7;soare,lunch,board,rouse,teddy,quick,dwelt
egret,horde,poser,lemur;3,4,6,7;soare,putid,poser,horde,lemel,egret,lemur
sushi,flake,gloat,bugle;4,5,6,8;soare,clint,fudge,gloat,sushi,bugle,lemel,flake
sperm,token,shady,drier;3,4,6,7;soare,clint,sperm,token,debud,shady,drier
aware,lousy,honor,sulky;3,5,6,7;soare,flint,aware,khuds,lousy,honor,sulky
dried,shire,bliss,sauna;3,4,6,7;soare,putid,shire,bliss,cruft,dried,sauna
chase,tacky,zesty,video;3,5,6,7;soare,clint,video,temps,chase,zesty,tacky
abbey,actor,stomp,visor;3,4,5,7;soare,clint,actor,stomp,visor,lemel,abbey
borax,hound,wagon,incur;3,5,6,8;soare,mulct,incur,woofy,borax,wagon,lippy,hound
inner,flume,weird,lupus;3,4,6,7;soare,built,weird,lupus,mings,flume,inner
anvil,offal,wrest,clack;4,5,6,7;soare,clint,medal,clack,wrest,anvil,offal
amuse,flesh,gipsy,radii;4,5,6,7;soare,tulip,baser,amuse,radii,flesh,gipsy
aider,gawky,decay,waive;3,4,6,7;soare,talcy,decay,aider,zings,gawky,waive
rigid,humus,hazel,blink;4,5,6,7;soare,clipt,hedgy,rigid,humus,blink,hazel
chute,tying,scale,baste;3,4,5,7;soare,clipt,chute,tying,scale,bayes,baste
onion,uncut,pleat,decay;3,4,6,7;soare,clint,uncut,onion,bayes,pleat,decay
amass,inept,bulky,hazel;3,5,6,8;soare,clint,inept,gamba,amass,hazel,lemel,bulky
cairn,pried,sweet,brunt;3,4,6,7;soare,clipt,pried,cairn,brews,sweet,brunt
frail,ounce,least,prawn;3,4,6,7;soare,clint,ounce,least,budge,prawn,frail
rural,ferry,array,towel;3,5,6,7;soare,dital,towel,forum,rural,ferry,array
radio,gulch,sower,trite;3,5,6,7;soare,climb,sower,pudgy,trite,radio,gulch
dilly,vault,gorge,tweet;4,5,6,8;soare,clint,fudgy,gorge,tweet,vault,lemel,dilly
gumbo,bully,welsh,chief;3,4,6,7;soare,clint,welsh,chief,bogle,bully,gumbo
zesty,freak,imbue,ebony;3,4,6,7;soare,mulct,imbue,ebony,zarfs,zesty,freak
ghoul,dowdy,endow,wimpy;4,5,6,7;soare,clint,hedgy,endow,wimpy,dowdy,ghoul
broad,silly,sniff,drain;3,5,6,7;soare,clint,sniff,badly,drain,silly,broad
scuba,swine,fifth,inlet;3,5,6,7;soare,clint,inlet,dawah,fifth,scuba,swine
